Id,Title,Description
oxoid_1001,Restrict File Download,"Certain websites can initiate file download prompts and allow download of unauthorized files if users click the wrong button and accepts the download.<br><br>This policy controls whether Office apps hosting the WebView control can automatically prompt for file downloads that are not user initiated.<br><br>By default, this policy is enabled preventing automatic prompt for file downloads.<br><br>It is recommended to set to <b>TRUE</b> for all Office applications."
oxoid_1002,Mime Sniffing Safety Feature,"MIME sniffing examines the content of a MIME file to determine its type, whether it is a data file, an executable file, or other. This policy determines whether Internet Explorer MIME sniffing will prevent promotion of a file of one type to a more dangerous file type, for example; promoting a text file to an executable file type. MIME file-type spoofing is a potential threat to an organization, and ensuring these files are consistently handled helps prevent malicious file downloads. By default, MIME sniffing is enabled for all Office applications.  It is recommended to set to TRUE for all Office applications."
oxoid_1003,Navigate URL,"Malformed URLs can be used in phishing attacks where attackers can send what looks like a link to a legitimate website, with a malicious address hidden in the prefix of the link, if a user clicks on this link in an Office document they can be sent to a malicious website. This policy protects users from these attacks by not loading malformed URLs. By default, Internet Explorer does not attempt to load malformed URLs, and this policy reinforces that behavior. It is recommended to set to TRUE for all Office applications."
oxoid_1004,Consistent Mime Handling,"Internet Explorer uses Multipurpose Internet Mail Extensions (MIME) data to determine file handling procedures for files received through a Web server. For example, if the MIME type of a file is text/plain but the MIME sniff indicates that the file is really an executable file, Internet Explorer renames the file by saving it in the Internet Explorer cache and changing its extension. MIME file-type spoofing is a potential threat to an organization, and ensuring these files are consistently handled helps prevent malicious file downloads. This policy requires that all file-type information provided by Web servers be consistent. By default, this policy is enabled and provides consistent Mime Handling for all Office applications.  It is recommended to set to TRUE for all Office applications."
oxoid_1005,Object Caching Protection,"Most legitimate references to cached objects are performed from the same Web site that uploaded the object. This policy prevents files and applications from using objects in the cache that were obtained from other domains. Cached objects can be used in cross-domain attacks. By default, this setting is enabled for Internet Explorer processes within Office. We recommend enforcing this behavior by enabling and setting to TRUE for all Office applications."
oxoid_1006,Protection From Zone Elevation,"Internet Explorer places restrictions on each web page users can use the browser to open. Web pages from the Internet zone can navigate to pages in the Local Machine zone and run code to elevate privileges, this could allow malicious code or users to become active on user computers or the network. This policy prevents pages in one zone from navigating to pages in a higher security zone unless the navigation is generated by the user.  By default, this policy is enabled. We recommend enabling this policy and set to TRUE for all Office applications."
oxoid_1007,Saved from URL,"When Internet Explorer loads a web page from a UNC share that contains a Mark of the Web (MOTW) comment that indicates the page was saved from the Internet, Internet Explorer runs the page in the Internet security zone instead of the less restrictive Local Intranet security zone. Enabling this policy, ensures files with MOTW saved from the Internet, are loaded into the security context specified in the Internet Explorer security settings. By default, the files will open in Internet security zone. We recommend enabling this policy and set to TRUE for all Office applications."
oxoid_1008,Local Machine Zone Lockdown Security,"Internet Explorer applies security restrictions on content loaded from the user's local machine, which helps prevent malicious behavior involving local files containing active content; Scripts, Microsoft ActiveX controls, and binary behaviors are not allowed to run, object safety settings cannot be overridden, and cross-domain data actions require confirmation from the user. By default, this policy is enabled. We recommend enabling this policy and set to TRUE for all Office applications."
oxoid_1009,Don't allow Dynamic Data Exchange (DDE) server launch in Excel,"This policy setting allows you to control whether Dynamic Data Exchange (DDE) server launch is allowed. By default, DDE server launch is turned off, but users can turn on DDE server launch by going to File &gt; Options &gt; Trust Center &gt; Trust Center Settings &gt; External Content. For security reasons, turning on DDE server launch is not recommended. Note: For DDE server launch to work, Dynamic Data Exchange (DDE) server lookup must be turned on. Be sure that the &quot;Don't allow Dynamic Data Exchange (DDE) server lookup&quot; policy setting isn't enabled, because enabling that policy setting turns off DDE server lookup. If you enable this policy setting, DDE server launch isn't allowed, and users can't turn on DDE server launch in the Trust Center. If you disable this policy setting, DDE server launch is allowed, and users cannot turn off DDE server launch in the Trust Center. For security reasons, this is not recommended. If you don't configure this policy setting, DDE server launch is turned off, but users can turn on DDE server launch in the Trust Center. Note: This policy setting only applies to subscription versions of Office, such as Office 365 ProPlus."
oxoid_1010,Don't allow Dynamic Data Exchange (DDE) server lookup in Excel,"This policy setting allows you to control whether Dynamic Data Exchange (DDE) server lookup is allowed. By default, DDE server lookup is turned on, but users can turn off DDE server lookup by going to File &gt; Options &gt; Trust Center &gt; Trust Center Settings &gt; External Content. If you enable this policy setting, DDE server lookup isn't allowed, and users can't turn on DDE server lookup in the Trust Center. Note: If you're using Dynamic Data Exchange (DDE) server launch, which isn't recommended, don't enable this policy setting, because DDE server launch requires DDE server lookup to be on. If you disable or don't configure this policy setting, DDE server lookup is turned on, but users can turn off DDE server lookup in the Trust Center. Note: This policy setting only applies to subscription versions of Office, such as Office 365 ProPlus."
oxoid_1011,Dynamic Data Exchange,"This policy setting controls the ability to use Dynamic Data Exchange (DDE) in Word. By default, DDE isn't allowed in Word. Allowing DDE isn't recommended because of security concerns. If you enable this policy setting, you can select either of the following options: - Limit Dynamic Data Exchange - Allow Dynamic Data Exchange If you choose &quot;Limit Dynamic Data Exchange,&quot; DDE requests made to an already running program are allowed. But, DDE requests that require another executable program to be launched aren't allowed. If you disable or don't configure this policy setting, DDE isn't allowed."
PasswordHashSync,Enable Password Hash Sync if hybrid,Password hash synchronization is one of the sign-in methods used to accomplish hybrid identity. Azure AD Connect synchronizes a hash of the hash of a user's password from an on-premises Active Directory instance to a cloud-based Azure Active Directory instance. Password hash synchronization helps by reducing the number of passwords your users need to maintain to just one. Enabling password hash synchronization also allows for leaked credential reporting.
PWAgePolicyNew,Do not expire passwords,"Research has found that when periodic password resets are enforced, passwords become less secure. Users tend to pick a weaker password and vary it slightly for each reset. If a user creates a strong password (long, complex and without any pragmatic words present) it should remain just as strong in the future as it is today. It is Microsoft's official security position to not expire passwords periodically without a specific reason, and recommends that cloud-only tenants set the password policy to never expire."
RoleOverlap,Use limited administrative roles,"Ensure that your administrators can accomplish their work with the least amount of privilege assigned to their account. Assigning users roles like Password Administrator or Exchange Online Administrator, instead of Global Administrator, reduces the likelihood of a global administrative privileged account being breached."
scid-1,Enable 'Protection From Zone Elevation' for Internet Explorer,"Internet Explorer places restrictions on each web page that users can use the browser to open. Web pages on a user's local computer have the fewest security restrictions and reside in the Local Machine zone, making this security zone a prime target for malicious users and code."
scid-10,Enable 'Object Caching Protection',"Determines whether a reference to an object is accessible when the user navigates within the same domain or to a new domain. For Office, this applies to URL accessed within Office applications. By default in Internet Explorer, a reference to an object is no longer accessible when the user browses to a new domain. There is a new security context for all scriptable objects so that access to all cached objects is blocked. Additionally, access is blocked when browsing within the same domain (fully qualified domain name). A reference to an object is no longer accessible after the context has changed due to navigation."
scid-100,Disable JavaScript on Adobe Reader 2015,Determines whether to globally disable and lock JavaScript execution in Adobe Reader 2015
scid-101,Disable JavaScript on Adobe 2015,Determines whether to globally disable and lock JavaScript execution in Adobe Reader
scid-11,Enable 'Consistent Mime Handling',"Internet Explorer uses Multipurpose Internet Mail Extensions (MIME) data to determine file handling procedures for files received through a Web server. This policy setting determines whether Internet Explorer requires that all file-type information provided by Web servers be consistent. For example, if the MIME type of a file is text/plain but the MIME data indicates that the file is really an executable file, Internet Explorer changes its extension to reflect this executable status. This capability helps ensure that executable code cannot masquerade as other types of data that may be trusted."
scid-1111111,REMOVED-This is test scid should never be seen in prod,This is test scid should never be seen in prod
scid-12,Enable 'Add-on Management',Determines whether add-on managmenet is enabled.
scid-13,Enable 'Navigate URL',This setting controls whether Internet Explorer attempts to load malformed URLs that are passed to it from Office applications.
scid-14,Restrict ActiveX Install,Determines whether users can install ActiveX controls.
scid-15,Enable Automatic Updates,Controls whether the Office automatic updates are enabled or disabled for all Office products installed by using Click-to-Run. This policy has no effect on Office products installed via Windows Installer.
scid-16,Enable 'Hide Option to Enable or Disable Updates',Controls whether to hide the user interface (UI) options to enable or disable Office automatic updates from users.
scid-17,Disable 'Allow running plugins that are outdated',Chrome enables the use of outdated plugins. By disabling this feature Chrome will not prompt the user to use an outdated plugin.<br>This security control is applicable for Google Chrome versions lower than 87.0.0.0
scid-18,REMOVED-Disable 'Always run plugins that require authorization',Chrome allows plugins that are not outdated to run automatically. Disabling this setting allows the plugins to run only when permission is granted by the user.
scid-19,Disable 'Continue running background apps when Google Chrome is closed',Chrome allows for processes started while the browser is open to remain running once the browser has been closed. It also allows for background apps and the current browsing session to remain active after the browser has been closed. Disabling this feature will stop all processes and background applications when the browser window is closed.
scid-2,Enable 'Mime Sniffing Safety Feature',"Determines whether Internet Explorer MIME sniffing prevents promotion of a file of one type to a more dangerous file type. For example, it does not allow script to run from a file marked as text."
scid-20,Disable 'AutoFill',"Chrome allows users to auto-complete web forms with saved information such as address, phone number and credit card numbers. Disabling this feature will prompt a user to enter all information manually. <br>This security control is applicable for Google Chrome versions lower than 70.0.0.0"
scid-2000,Turn on Microsoft Defender for Endpoint sensor,"Determines whether the Microsoft Defender for Endpoint sensor embedded in Windows collect and process behavioral signals from the operating system and sends this sensor data to your private, isolated, cloud instance of Microsoft Defender for Endpoint"
scid-2001,Fix Microsoft Defender for Endpoint sensor data collection,The Microsoft Defender for Endpoint service relies on sensor data collection to determine the security state of a machine.
scid-2002,Fix Microsoft Defender for Endpoint impaired communications,This status indicates that there's limited communication between the machine and the Microsoft Defender for Endpoint service.
scid-2003,Turn on Tamper Protection,"Tamper Protection essentially locks Microsoft Defender for Endpoint and prevents your security settings from being changed through apps and methods such as editing registry values, changing settings through PowerShell cmdlets and editing or removing security settings through group policies.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later."
scid-2004,Enable EDR in block mode,"Enable EDR in block mode to block post breach malicious behavior on the device through behavior blocking and containment capabilities when Windows Defender Anti-Virus is not the Primary Anti-Virus on the device. <a href=""https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/edr-in-block-mode"" target=_blank> Learn more about EDR block</a>"
scid-2010,Turn on Microsoft Defender Antivirus,Determines whether Microsoft Defender Antivirus is configured to run and scan for malware and other potentially unwanted software.
scid-2011,Update Microsoft Defender Antivirus definitions,This status indicates that Microsoft Defender Antivirus definitions are not up to date.
scid-2012,Turn on real-time protection,This status indicates that Microsoft Defender Antivirus real-time protection is disabled.
scid-2013,Turn on PUA protection in block mode,Enabling Potentially Unwanted Application (PUA) protection in block mode will block and automatically quarantine potentially unwanted applications. PUA protection blocking takes effect on endpoint clients after the next signature update or computer restart.
scid-2014,Fix Windows Defender Antivirus cloud service connectivity,Indicates that a device is failing to communicate with the Windows Defender Antivirus cloud service.
scid-2015,Check Microsoft Defender Antivirus incomplete reporting,Temporary reporting problems can occur on a few machines from time to time.
scid-2016,Enable cloud-delivered protection,"Indicates that Microsoft Defender Antivirus cloud-delivered protection is not enabled. Cloud-delivered protection service provides very important protection against malware on your endpoints and across your network. <a href=""https://docs.microsoft.com//windows/security/threat-protection/windows-defender-antivirus/utilize-microsoft-cloud-protection-windows-defender-antivirus"" target=_blank>Learn more about cloud-delivered protection</a>"
scid-2020,Turn on all system-level Exploit protection settings,"This status indicates that not all system-level Exploit Guard protection settings are enabled.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2019."
scid-2021,Set controlled folder access to enabled or audit mode,"This status indicated that controlled folder access is disabled. Controlled folder access helps protect files in key system folders from changes made by malicious and suspicious apps, including file-encrypting ransomware malware. Requires Microsoft Defender Antivirus Real-time protection.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2019."
scid-2022,REMOVED-Turn on Attack Surface Reduction rules,"ASR rules can reduce the attack surface of your applications with intelligent rules that stop the vectors used by Office-, script- and mail-based malware. Requires Microsoft Defender Antivirus Real-time protection.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2019."
scid-2030,Update Microsoft Defender for Endpoint core components,"Indicates that the Microsoft Defender for Endpoint EDR sensor (Windows Server 2012 R2, 2016) or Microsoft Defender for Endpoint agent (Linux, macOS) installed on the machine is not up to date."
scid-2050,Ensure Microsoft Defender Application Guard hardware and software prerequisites are met,Microsoft Defender Application Guard has specific hardware and software requirements that need to be met in order to properly run on a machine.
scid-2051,Turn on Microsoft Defender Application Guard managed mode,You and your security department can define your corporate boundaries by explicitly adding trusted domains and by customizing the Microsoft Defender Application Guard experience to meet and enforce your needs on employee devices. Enterprise-managed mode also automatically redirects any browser requests to add non-enterprise domain(s) in the container.
scid-2052,Turn on Microsoft Defender Application Guard managed mode,You and your security department can define your corporate boundaries by explicitly adding trusted domains and by customizing the Microsoft Defender Application Guard experience to meet and enforce your needs on employee devices. Enterprise-managed mode also automatically redirects any browser requests to add non-enterprise domain(s) in the container.
scid-2060,Set Microsoft Defender SmartScreen app and file checking to block or warn,"SmartScreen helps protect PCs by warning users before running potentially malicious programs downloaded from the Internet.<br><br>This security control is only assessed for machines on Windows 10, version 1703 or later, and Windows Server 2019."
scid-2061,Set Microsoft Defender SmartScreen Microsoft Edge site and download checking to block or warn,"Microsoft Defender SmartScreen provides warning messages to help protect your employees from potential phishing scams and malicious software.<br><br>This security control is only assessed for machines on Windows 10, version 1703 or later, and Windows Server 2019."
scid-2062,REMOVED-Set Microsoft Defender SmartScreen Windows Store app web content checking to warn,"Microsoft Defender SmartScreen protects your device by checking web content that Microsoft Store apps use.<br><br>This security control is only assessed for machines on Windows 10, version 1703 or later, and Windows Server 2019."
scid-2070,Turn on Microsoft Defender Firewall,"Microsoft Defender Firewall is designed to keep hackers and malicious software from gaining access to your device through a network or the Internet.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2008 R2, 2012 R2, 2016 and 2019."
scid-2071,Secure Microsoft Defender Firewall domain profile,"Determines whether Microsoft Defender Firewall uses the settings for this profile to filter network traffic for the Domain Network profile.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2008 R2, 2012 R2, 2016 and 2019."
scid-2072,Secure Microsoft Defender firewall private profile,"Microsoft Defender Firewall is designed to keep hackers and malicious software from gaining access to your device through a network or the Internet. Turn on to have Microsoft Defender Firewall use the settings for the Private Network profile to filter network traffic.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2008 R2, 2012 R2, 2016 and 2019."
scid-2073,Secure Microsoft Defender Firewall public profile,"Microsoft Defender Firewall is designed to keep hackers and malicious software from gaining access to your device through a network or the Internet.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2008 R2, 2012 R2, 2016 and 2019."
scid-2074,Verify secure configuration of third-party firewall,"A third-party firewall has been identified. Please verify the secure configuration of the third-party firewall.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-2080,Turn on Microsoft Defender Credential Guard,"Microsoft Defender Credential Guard uses virtualization-based security to isolate secrets so that only privileged system software can access them.<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2019."
scid-2081,Turn on Microsoft Defender Credential Guard,"Microsoft Defender Credential Guard uses virtualization-based security to isolate secrets so that only privileged system software can access them.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-2090,Encrypt all BitLocker-supported drives,"BitLocker Drive Encryption is a data protection feature that integrates with the operating system and addresses the threats of data theft or exposure from lost, stolen, or inappropriately decommissioned computers.<br><br>This security control is only assessed for machines on Windows 10, version 1803 or later, and Windows Server 2019."
scid-2091,Resume BitLocker protection on all drives,"BitLocker Drive Encryption is a data protection feature that integrates with the operating system and addresses the threats of data theft or exposure from lost, stolen, or inappropriately decommissioned computers.<br><br>This security control is only assessed for machines on Windows 10, version 1803 or later, and Windows Server 2019."
scid-2093,Ensure BitLocker drive compatibility,"BitLocker Drive Encryption is a data protection feature that integrates with the operating system and addresses the threats of data theft or exposure from lost, stolen, or inappropriately decommissioned computers.<br><br>This security control is only assessed for machines on Windows 10, version 1803 or later, and Windows Server 2019."
scid-21,Block webpages from automatically running Flash plugins,Allows you to set whether websites are allowed to automatically run Flash plugin. Automatically running the Flash plugin can be either allowed for all websites or denied for all websites. <br>This security control is applicable for Google Chrome versions lower than 87.0.0.0
scid-2100,Enable UEFI Secure Boot mode,"Secure Boot is a UEFI firmware security feature that ensures only immutable and signed software are loaded during the boot time. Secure Boot leverages digital signatures to validate the authenticity, source, and integrity of the code that is loaded."
scid-22,Disable 'Password Manager',"If this setting is enabled, Chrome will memorize passwords and automatically provide them when a user logs into a site. By disabling this feature the user will be prompted to enter their password each time they visit a website."
scid-2222222,REMOVED-This is test scid should never be seen in prod,This is test scid should never be seen in prod
scid-23,Enable 'Block third party cookies',Chrome allows cookies to be set by web page elements that are not from the domain in the user's address bar. Enabling this feature prevents third party cookies from being set.
scid-24,Set 'Remote Desktop security level' to 'TLS',Determines the method used by the server and client for authentication prior to a remote desktop connection being established.
scid-25,Enable 'Local Security Authority (LSA) protection',Forces LSA to run as Protected Process Light (PPL).
scid-2500,Block executable content from email client and webmail,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-executable-content-from-email-client-and-webmail"" target=_blank>ASR rule</a> blocks executable and script files (such as .exe, .dll, .scr, .ps, .vbs, .js) from launching from email in Microsoft Outlook or Outlook.com and other popular webmail providers.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2501,Block all Office applications from creating child processes,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-all-office-applications-from-creating-child-processes"" target=_blank>ASR rule</a> blocks Office apps from creating child processes. This includes Word, Excel, PowerPoint, OneNote, and Access.<br><br>Note: Some legitimate line-of-business applications might also use behaviors like this, including spawning a command prompt or using PowerShell to configure registry settings.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2502,Block Office applications from creating executable content,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-office-applications-from-creating-executable-content"" target=_blank>ASR rule</a> prevents Office apps, including Word, Excel, and PowerPoint, from creating executable content.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2503,Block Office applications from injecting code into other processes,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-office-applications-from-injecting-code-into-other-processes"" target=_blank>ASR rule</a> blocks code injection attempts from Office apps into other processes. There are no known legitimate business purposes for using code injection<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2504,Block JavaScript or VBScript from launching downloaded executable content,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-javascript-or-vbscript-from-launching-downloaded-executable-content"" target=_blank>ASR rule</a> prevents JavaScript and VBScript from being allowed to launch apps.<br><br>Note: This isn't a common line-of-business use, but line-of-business applications sometimes use scripts to download and launch installers.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2505,Block execution of potentially obfuscated scripts,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-execution-of-potentially-obfuscated-scripts"" target=_blank>ASR rule</a> prevents scripts that appear to be obfuscated from running. It uses the AntiMalwareScanInterface (AMSI) to determine if a script is potentially obfuscated, and then blocks such a script, or blocks scripts when an attempt is made to access them.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2506,Block Win32 API calls from Office macros,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-win32-api-calls-from-office-macros"" target=_blank>ASR rule</a> prevents using Win32 APIs in VBA macros.<br><br>Note: Most organizations don't use this functionality, but might still rely on using other macro capabilities.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2507,"Block executable files from running unless they meet a prevalence, age, or trusted list criterion","Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-executable-files-from-running-unless-they-meet-a-prevalence-age-or-trusted-list-criterion"" target=_blank>ASR rule</a> blocks executable files (such as .exe, .dll, .scr) from launching unless they either meet prevalence or age criteria, or they're in a trusted list or exclusion list.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2508,Use advanced protection against ransomware,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#use-advanced-protection-against-ransomware"" target=_blank>ASR rule</a> scans executable files entering the system to determine whether they're trustworthy.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2509,Block credential stealing from the Windows local security authority subsystem (lsass.exe),"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-credential-stealing-from-the-windows-local-security-authority-subsystem-lsassexe"" target=_blank>ASR rule</a> locks down LSASS.<br><br>This security control is only applicable for machines with LSA protection not running."
scid-2510,Block process creations originating from PSExec and WMI commands,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-process-creations-originating-from-psexec-and-wmi-commands"" target=_blank>ASR rule</a> blocks processes through PsExec and WMI commands from running.<br><br>Warning: This rule is incompatible with management through System Center Configuration Manager because this rule blocks WMI commands the SCCM client uses to function correctly.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2511,Block untrusted and unsigned processes that run from USB,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-untrusted-and-unsigned-processes-that-run-from-usb"" target=_blank>ASR rule</a> allows admins to prevent unsigned or untrusted executable and script files (such as .exe, .dll, .scr, .ps, .vbs, .js) from running from USB removable drives, including SD cards.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2512,Block Office communication application from creating child processes,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-office-communication-application-from-creating-child-processes"" target=_blank>ASR rule</a> prevents Outlook from creating child processes, while still allowing legitimate Outlook functions.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2513,Block Adobe Reader from creating child processes,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-adobe-reader-from-creating-child-processes"" target=_blank>ASR rule</a> prevents Adobe Reader from creating additional child processes.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-2514,Block persistence through WMI event subscription,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-persistence-through-wmi-event-subscription"" target=_blank>ASR rule</a> allows admins to have more control over WMI repository persistence.<br><br>This security control is only applicable for machines with Windows 10, version 1903 or later, and Windows Server 2019."
scid-2515,Block abuse of exploited vulnerable signed drivers,"Attack Surface Reduction (ASR) rules are the most effective method for blocking the most common attack techniques being used in cyber attacks and malicious software.<br>This <a href=""https://docs.microsoft.com/microsoft-365/security/defender-endpoint/attack-surface-reduction-rules?view=o365-worldwide#block-abuse-of-exploited-vulnerable-signed-drivers"" target=_blank>ASR rule</a> prevents an application from writing a vulnerable signed driver to disk.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-26,Enable 'Safe DLL Search Mode',Determines whether an application searches for DLLs in the system path before searching the current working directory .
scid-27,Set User Account Control (UAC) to automatically deny elevation requests,Determines the behavior of the elevation prompt for standard users.
scid-28,Set 'Interactive logon: Machine inactivity limit' to '1-900 seconds',"Determines the amount of inactivity time (in seconds) of a logon session, beyond which the screen saver will run, locking the session.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later."
scid-29,Disable 'Enumerate administrator accounts on elevation',"Determines whether the user needs to provide both the administrator username and password to elevate a running application, or if the system displays a list of administrator accounts to choose from."
scid-3,Enable 'Information Bar',"Allows you to manage whether the Information Bar is displayed for Internet Explorer processes when file or code installs are restricted. By default, the Information Bar is displayed for Internet Explorer processes."
scid-30,Disable 'Insecure guest logons' in SMB,Determines whether insecure guest logons are used by file servers to allow unauthenticated access to shared folders.
scid-3000,Protect against Intel's Microarchitectural Data Sampling vulnerabilities (Zombieload),Determines the CPU behavior and limits the ability to exploit CPU speculative execution
scid-3001,Fix unquoted service path for Windows services,"Determines the existence on the machine of one or more services, which are configured with a path to executable that contains spaces and also isn't surrounded by quotation marks.."
scid-3002,Change service executable path to a common protected location,"Determines the existence on the machine of one or more services, which are configured with a path to executable that is stored in an uncommon/unprotected folder location."
scid-3003,Change service account to avoid cached password in windows registry,"Determines the existence on the machine of one or more services, which are configured to run with account that stores its password in reversible encryption in the registry."
scid-3010,Disable the built-in Administrator account,Determines whether the built-in Administrator account is disabled.
scid-3011,Disable the built-in Guest account,Determines whether the built-in Guest account is disabled.
scid-31,Disable 'Local Machine Run-Once',Determines whether the system will run a customized list of programs and documents the next time that the system starts.
scid-32,Set 'Minimum password length' to '14 or more characters',"Determines the minimum password length.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-33,Set 'Enforce password history' to '24 or more password(s)',"Determines the number of unique new passwords that are required before an old password can be reused in association with a user account.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-33333333,REMOVED-This is test scid should never be seen in prod,This is test scid should never be seen in prod
scid-34,"Set 'Maximum password age' to '60 or fewer days, but not 0'","Determines the period of time (in days) that a password can be used before the system requires the user to change it.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-35,Set 'Minimum password age' to '1 or more day(s)',"Determines the number of days that you must use a password before you can change it.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-36,Enable 'Domain member: Require strong (Windows 2000 or later) session key',"When this policy setting is enabled, a secure channel can only be established with Domain controllers that are capable of encrypting secure channel data with a strong (128-bit) session key."
scid-37,Enable 'Domain member: Digitally encrypt or sign secure channel data (always)',Determines whether all secure channel traffic that is initiated by the domain member must be signed or encrypted.
scid-38,Enable Set 'Domain member: Digitally encrypt secure channel data (when possible)',Determines whether a domain member should attempt to negotiate encryption for all secure channel traffic that it initiates.
